rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
169,"spotify:track:6Qyc6fS4DsZjB2mRW9DsQs","The Goo Goo Dolls","Iris","Warner Records",169,-1,1,"133145"
170,"spotify:track:0VO8gYVDSwM1Qdd2GsMoYK","Swedish House Mafia, The Weeknd","Moth To A Flame (with The Weeknd)","Republic Records",3,156,32,"132661"
171,"spotify:track:1RF02Cf80mTaeNXG2P2boR","Nathan Dawe, Ella Henderson","21 Reasons (feat. Ella Henderson)","Atlantic Records UK",171,-1,1,"132576"
172,"spotify:track:0GYIbrTtgj7iLKJJo1ol6c","Newkid","Ingen luft mellan oss","Sony Music Local",16,150,31,"132529"
173,"spotify:track:0qENnd09cVn6eNlMZpPIWZ","YouNotUs","I Swear","Guesstimate",173,197,3,"131923"
174,"spotify:track:6HJasLoTKvxglAMQH8nPcD","Miss Li","Lev nu dö sen","Pistol Packin' Music",1,137,126,"131853"
175,"spotify:track:35TyJIMR3xRouUuo2sjS6v","Harry Styles","Cinema","Columbia",59,59,2,"131553"
176,"spotify:track:6GgK6y4XRp2D4hNO5oj7Bt","LOAM, Ringnes-Ronny","MEDVETSLÖS - Ringnes-Ronny Remix","Universal Music AB",82,187,12,"130894"
177,"spotify:track:32z2QHVJTOPzzczl4MjmHo","Newkid","Du måste finnas","Sony Music Local",1,180,77,"130479"
178,"spotify:track:69w5X6uTrOaWM32IetSzvO","Harry Styles","Daydreaming","Columbia",63,63,2,"130294"
179,"spotify:track:1uXln6ile0AkTgeSePVaGr","Newkid, Myra Granberg","Vänner","Sony Music Local",15,170,18,"129807"
180,"spotify:track:74TEgDsFaq0zMttq1dVuYK","Einár","Första Klass","Independent",1,168,81,"129598"
181,"spotify:track:08bjJuoHJwfTnjNcuENOFz","Daniel Adams-Ray","Gubben i lådan","Universal Music AB",114,161,31,"129545"
182,"spotify:track:5pWQeWrsXX4JYYihgoxUNN","Ant Wan","Marbella","Ant Wan",6,152,50,"129456"
183,"spotify:track:1K2a8QcaPTDTZ1e4M0s8gQ","Tjuvjakt","Tandtråd","Parlophone Sweden",93,162,56,"128739"
184,"spotify:track:2Lv9FudgITbthtKK1B5wxY","Thomas Stenström","Slå mig hårt i ansiktet","Roxy Recordings",78,167,83,"128606"
185,"spotify:track:7lQ8MOhq6IN2w8EYcFNSUk","Eminem","Without Me","Aftermath",80,186,21,"128568"
186,"spotify:track:1jiDCQUaa9LmWpQJRuOWRb","Mohelá","Lotta & Sanna","Universal Music AB",4,178,26,"127957"
187,"spotify:track:1m0UFnuTktOkksvjbF9z0m","Vegedream","Ramenez la coupe à la maison","Universal Music Division Island Def Jam",13,-1,32,"127109"
188,"spotify:track:1Taqw1VEHl8Gy9qAZtRLAq","Ted Gärdestad","Oh, vilken härlig da'","Universal Music AB",20,165,37,"125630"
189,"spotify:track:0Hz0ySp6XYrBhEQPU16Hz8","Håkan Hellström","Valborg","UMG Recordings, Inc.",63,147,34,"125382"
190,"spotify:track:07r0YVWQVk4tjuCZWTNQqA","Einár","Unge Med Extra Energi","Einár",2,176,53,"125254"
191,"spotify:track:7ihOAPfUkJPrIAiQEv9GfW","Mares","Cyklar ni så springer jag","Hybris",118,182,52,"125206"
192,"spotify:track:2NcQic8JxdjAlAHuNbOIRE","Harry Styles","Keep Driving","Columbia",68,68,2,"125116"
193,"spotify:track:135Lf4Q0CzlMNfOxbEUsLH","Benson Boone","GHOST TOWN","Night Street Records, Inc./Warner Records Inc.",15,190,33,"125046"
194,"spotify:track:0e8nrvls4Qqv5Rfa2UhqmO","Lil Nas X","THATS WHAT I WANT","Columbia",10,177,35,"124573"
195,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",9,160,86,"122382"
196,"spotify:track:14AJI1RloVWTh8bJe9gBPM","Petra Marklund","Händerna mot himlen","Razzia",53,181,31,"122049"
197,"spotify:track:3q8WojYJVZsGClFGFBYdTc","Veronica Maggio","Satan i gatan","Universal Music AB",98,179,20,"121767"
198,"spotify:track:2kju4JyRnNmiwQYhFrLgKy","Hov1, Veronica Maggio","Hornstullsstrand","Universal Music AB",1,172,113,"121742"
199,"spotify:track:1CJlboHH1QfCwigjMatpxq","Molly Sandén","Nån annan nu","Milkshake",5,183,62,"121185"
200,"spotify:track:2sRfjAyCm1hwNGNx8qHWO9","LOAM","FRÅN BÖRJAN","Universal Music AB",112,184,5,"121128"
